Game ID,Country,Z-score for % starting SCs,Z-score for distance to edge,Z-score for % SCs which are neutrals within two moves,Z-score for other player's starting units within three moves of player's units or SCs,Number of players,% Supply Centers at game end
29173,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0.375
29173,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0.3333333333333333
29173,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0.2916666666666667
29173,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0
29135,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0.5416666666666666
29135,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0.20833333333333334
29135,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0.20833333333333334
29135,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0.041666666666666664
28022,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0.5
28022,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0.5
28022,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0
28022,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0
27795,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0.5833333333333334
27795,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0.2916666666666667
27795,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0.125
27795,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0
27046,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0.5416666666666666
27046,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0.4583333333333333
27046,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0.0
27046,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0
26569,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0.375
26569,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0.3333333333333333
26569,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0.2916666666666667
26569,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0
26348,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0.4583333333333333
26348,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0.3333333333333333
26348,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0.125
26348,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0.08333333333333333
26313,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0.5416666666666666
26313,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0.20833333333333334
26313,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0.125
26313,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0.125
26231,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0.5
26231,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0.5
26231,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0
26231,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0
26091,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0.5416666666666666
26091,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0.4166666666666667
26091,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0.041666666666666664
26091,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0
26042,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0.5416666666666666
26042,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0.375
26042,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0.08333333333333333
26042,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0.0
25985,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0.2916666666666667
25985,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0.3333333333333333
25985,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0.2916666666666667
25985,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0
25841,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0.5833333333333334
25841,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0.375
25841,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0.041666666666666664
25841,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0
25807,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0.5416666666666666
25807,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0.4583333333333333
25807,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0
25807,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0
25612,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0.5416666666666666
25612,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0.375
25612,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0.041666666666666664
25612,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0.041666666666666664
25544,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0.5833333333333334
25544,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0.3333333333333333
25544,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0.041666666666666664
25544,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0.041666666666666664
25407,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0.5416666666666666
25407,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0.4583333333333333
25407,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0.0
25407,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0
25130,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0.5833333333333334
25130,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0.4166666666666667
25130,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0.0
25130,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0
25088,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0.4166666666666667
25088,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0
25088,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0
25088,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0
25046,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0.5
25046,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0.375
25046,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0.125
25046,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0
24936,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0.5833333333333334
24936,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0.2916666666666667
24936,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0.08333333333333333
24936,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0.041666666666666664
24933,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0.5416666666666666
24933,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0.2916666666666667
24933,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0.16666666666666666
24933,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0
24414,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0.4583333333333333
24414,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0.4166666666666667
24414,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0.125
24414,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0
24413,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0.5416666666666666
24413,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0.2916666666666667
24413,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0.16666666666666666
24413,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0
24336,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0.4583333333333333
24336,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0
24336,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0
24336,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0
24207,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0.5416666666666666
24207,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0.4583333333333333
24207,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0.0
24207,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0
23991,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0.3333333333333333
23991,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0.2916666666666667
23991,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0.2916666666666667
23991,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0.08333333333333333
23981,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0.5833333333333334
23981,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0.375
23981,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0.041666666666666664
23981,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0.0
23849,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0.5
23849,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0.2916666666666667
23849,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0.08333333333333333
23849,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0.08333333333333333
23459,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0.5416666666666666
23459,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0.25
23459,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0.125
23459,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0.08333333333333333
23202,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0.4166666666666667
23202,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0
23202,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0
23202,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0
23016,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0.6666666666666666
23016,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0.25
23016,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0.08333333333333333
23016,Argentina,-0.577350269,1.732050808,1.28,0.762492852,4,0
22935,Chile,-0.577350269,-0.577350269,0.12,0.15249857,4,0.3333333333333333
22935,Brazil,1.732050808,-0.577350269,0.12,0.762492852,4,0.25
22935,Colombia,-0.577350269,-0.577350269,-1.53,-1.677484274,4,0.3333333333333333
